Mod:Item:MetaData, Localized Name
tconstruct:axe_head:0, Obsidian Axe Head
tconstruct:axe_head:0, Prismarine Axe Head
tconstruct:axe_head:0, End Axe Head
tconstruct:axe_head:0, Paper Axe Head
tconstruct:axe_head:0, Sponge Axe Head
tconstruct:axe_head:0, Firewood Axe Head
tconstruct:axe_head:0, Iron Axe Head
tconstruct:axe_head:0, Pig Iron Axe Head
tconstruct:axe_head:0, Knightslime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Magma Slime Axe Head
tconstruct:axe_head:0, Netherrack Axe Head
tconstruct:axe_head:0, Cobalt Axe Head
tconstruct:axe_head:0, Ardite Axe Head
tconstruct:axe_head:0, Manyullyn Axe Head
tconstruct:axe_head:0, Copper Axe Head
tconstruct:axe_head:0, Bronze Axe Head
tconstruct:axe_head:0, Lead Axe Head
tconstruct:axe_head:0, Silver Axe Head
tconstruct:axe_head:0, Electrum Axe Head
tconstruct:axe_head:0, Steel Axe Head
tconstruct:axe_head:0, Treated Wood Axe Head
tconstruct:axe_head:0, Constantan Axe Head
tconstruct:broad_axe_head:0, Wooden Broad Axe Head
tconstruct:broad_axe_head:0, Stone Broad Axe Head
tconstruct:broad_axe_head:0, Flint Broad Axe Head
tconstruct:broad_axe_head:0, Cactus Broad Axe Head
tconstruct:broad_axe_head:0, Bone Broad Axe Head
tconstruct:broad_axe_head:0, Obsidian Broad Axe Head
tconstruct:broad_axe_head:0, Prismarine Broad Axe Head
tconstruct:broad_axe_head:0, End Broad Axe Head
tconstruct:broad_axe_head:0, Paper Broad Axe Head
tconstruct:broad_axe_head:0, Sponge Broad Axe Head
tconstruct:broad_axe_head:0, Firewood Broad Axe Head
tconstruct:broad_axe_head:0, Iron Broad Axe Head
tconstruct:broad_axe_head:0, Pig Iron Broad Axe Head
tconstruct:broad_axe_head:0, Knightslime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Magma Slime Broad Axe Head
tconstruct:broad_axe_head:0, Netherrack Broad Axe Head
tconstruct:broad_axe_head:0, Cobalt Broad Axe Head
tconstruct:broad_axe_head:0, Ardite Broad Axe Head
tconstruct:broad_axe_head:0, Manyullyn Broad Axe Head
tconstruct:broad_axe_head:0, Copper Broad Axe Head
tconstruct:broad_axe_head:0, Bronze Broad Axe Head
tconstruct:broad_axe_head:0, Lead Broad Axe Head
tconstruct:broad_axe_head:0, Silver Broad Axe Head
tconstruct:broad_axe_head:0, Electrum Broad Axe Head
tconstruct:broad_axe_head:0, Steel Broad Axe Head
tconstruct:broad_axe_head:0, Treated Wood Broad Axe Head
tconstruct:broad_axe_head:0, Constantan Broad Axe Head
tconstruct:sword_blade:0, Wooden Sword Blade
tconstruct:sword_blade:0, Stone Sword Blade
tconstruct:sword_blade:0, Flint Sword Blade
tconstruct:sword_blade:0, Cactus Sword Blade
tconstruct:sword_blade:0, Bone Sword Blade
tconstruct:sword_blade:0, Obsidian Sword Blade
tconstruct:sword_blade:0, Prismarine Sword Blade
tconstruct:sword_blade:0, End Sword Blade
tconstruct:sword_blade:0, Paper Sword Blade
tconstruct:sword_blade:0, Sponge Sword Blade
tconstruct:sword_blade:0, Firewood Sword Blade
tconstruct:sword_blade:0, Iron Sword Blade
tconstruct:sword_blade:0, Pig Iron Sword Blade
tconstruct:sword_blade:0, Knightslime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Magma Slime Sword Blade
tconstruct:sword_blade:0, Netherrack Sword Blade
tconstruct:sword_blade:0, Cobalt Sword Blade
tconstruct:sword_blade:0, Ardite Sword Blade
tconstruct:sword_blade:0, Manyullyn Sword Blade
tconstruct:sword_blade:0, Copper Sword Blade
tconstruct:sword_blade:0, Bronze Sword Blade
tconstruct:sword_blade:0, Lead Sword Blade
tconstruct:sword_blade:0, Silver Sword Blade
tconstruct:sword_blade:0, Electrum Sword Blade
tconstruct:sword_blade:0, Steel Sword Blade
tconstruct:sword_blade:0, Treated Wood Sword Blade
tconstruct:sword_blade:0, Constantan Sword Blade
tconstruct:large_sword_blade:0, Wooden Large Sword Blade
tconstruct:large_sword_blade:0, Stone Large Sword Blade
tconstruct:large_sword_blade:0, Flint Large Sword Blade
tconstruct:large_sword_blade:0, Cactus Large Sword Blade
tconstruct:large_sword_blade:0, Bone Large Sword Blade
tconstruct:large_sword_blade:0, Obsidian Large Sword Blade
tconstruct:large_sword_blade:0, Prismarine Large Sword Blade
tconstruct:large_sword_blade:0, End Large Sword Blade
tconstruct:large_sword_blade:0, Paper Large Sword Blade
tconstruct:large_sword_blade:0, Sponge Large Sword Blade
tconstruct:large_sword_blade:0, Firewood Large Sword Blade
tconstruct:large_sword_blade:0, Iron Large Sword Blade
tconstruct:large_sword_blade:0, Pig Iron Large Sword Blade
tconstruct:large_sword_blade:0, Knightslime Large Sword Blade
tconstruct:large_sword_blade:0, Slime Large Sword Blade
tconstruct:large_sword_blade:0, Slime Large Sword Blade
tconstruct:large_sword_blade:0, Magma Slime Large Sword Blade
tconstruct:large_sword_blade:0, Netherrack Large Sword Blade
tconstruct:large_sword_blade:0, Cobalt Large Sword Blade
tconstruct:large_sword_blade:0, Ardite Large Sword Blade
tconstruct:large_sword_blade:0, Manyullyn Large Sword Blade
tconstruct:large_sword_blade:0, Copper Large Sword Blade
tconstruct:large_sword_blade:0, Bronze Large Sword Blade
tconstruct:large_sword_blade:0, Lead Large Sword Blade
tconstruct:large_sword_blade:0, Silver Large Sword Blade
tconstruct:large_sword_blade:0, Electrum Large Sword Blade
tconstruct:large_sword_blade:0, Steel Large Sword Blade
tconstruct:large_sword_blade:0, Treated Wood Large Sword Blade
tconstruct:large_sword_blade:0, Constantan Large Sword Blade
tconstruct:hammer_head:0, Wooden Hammer Head
tconstruct:hammer_head:0, Stone Hammer Head
tconstruct:hammer_head:0, Flint Hammer Head
tconstruct:hammer_head:0, Cactus Hammer Head
tconstruct:hammer_head:0, Bone Hammer Head
tconstruct:hammer_head:0, Obsidian Hammer Head
tconstruct:hammer_head:0, Prismarine Hammer Head
tconstruct:hammer_head:0, End Hammer Head
tconstruct:hammer_head:0, Paper Hammer Head
tconstruct:hammer_head:0, Sponge Hammer Head
tconstruct:hammer_head:0, Firewood Hammer Head
tconstruct:hammer_head:0, Iron Hammer Head
tconstruct:hammer_head:0, Pig Iron Hammer Head
tconstruct:hammer_head:0, Knightslime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Magma Slime Hammer Head
tconstruct:hammer_head:0, Netherrack Hammer Head
tconstruct:hammer_head:0, Cobalt Hammer Head
tconstruct:hammer_head:0, Ardite Hammer Head
tconstruct:hammer_head:0, Manyullyn Hammer Head
tconstruct:hammer_head:0, Copper Hammer Head
tconstruct:hammer_head:0, Bronze Hammer Head
tconstruct:hammer_head:0, Lead Hammer Head
tconstruct:hammer_head:0, Silver Hammer Head
tconstruct:hammer_head:0, Electrum Hammer Head
tconstruct:hammer_head:0, Steel Hammer Head
tconstruct:hammer_head:0, Treated Wood Hammer Head
tconstruct:hammer_head:0, Constantan Hammer Head
tconstruct:excavator_head:0, Wooden Excavator Head
tconstruct:excavator_head:0, Stone Excavator Head
tconstruct:excavator_head:0, Flint Excavator Head
tconstruct:excavator_head:0, Cactus Excavator Head
tconstruct:excavator_head:0, Bone Excavator Head
tconstruct:excavator_head:0, Obsidian Excavator Head
tconstruct:excavator_head:0, Prismarine Excavator Head
tconstruct:excavator_head:0, End Excavator Head
tconstruct:excavator_head:0, Paper Excavator Head
tconstruct:excavator_head:0, Sponge Excavator Head
tconstruct:excavator_head:0, Firewood Excavator Head
tconstruct:excavator_head:0, Iron Excavator Head
tconstruct:excavator_head:0, Pig Iron Excavator Head
tconstruct:excavator_head:0, Knightslime Excavator Head
tconstruct:excavator_head:0, Slime Excavator Head
tconstruct:excavator_head:0, Slime Excavator Head
tconstruct:excavator_head:0, Magma Slime Excavator Head
tconstruct:excavator_head:0, Netherrack Excavator Head
tconstruct:excavator_head:0, Cobalt Excavator Head
tconstruct:excavator_head:0, Ardite Excavator Head
tconstruct:excavator_head:0, Manyullyn Excavator Head
tconstruct:excavator_head:0, Copper Excavator Head
tconstruct:excavator_head:0, Bronze Excavator Head
tconstruct:excavator_head:0, Lead Excavator Head
tconstruct:excavator_head:0, Silver Excavator Head
tconstruct:excavator_head:0, Electrum Excavator Head
tconstruct:excavator_head:0, Steel Excavator Head
tconstruct:excavator_head:0, Treated Wood Excavator Head
tconstruct:excavator_head:0, Constantan Excavator Head
tconstruct:scythe_head:0, Wooden Scythe Head
tconstruct:scythe_head:0, Stone Scythe Head
tconstruct:scythe_head:0, Flint Scythe Head
tconstruct:scythe_head:0, Cactus Scythe Head
tconstruct:scythe_head:0, Bone Scythe Head
tconstruct:scythe_head:0, Obsidian Scythe Head
tconstruct:scythe_head:0, Prismarine Scythe Head
tconstruct:scythe_head:0, End Scythe Head
tconstruct:scythe_head:0, Paper Scythe Head
tconstruct:scythe_head:0, Sponge Scythe Head
tconstruct:scythe_head:0, Firewood Scythe Head
tconstruct:scythe_head:0, Iron Scythe Head
tconstruct:scythe_head:0, Pig Iron Scythe Head
tconstruct:scythe_head:0, Knightslime Scythe Head
tconstruct:scythe_head:0, Slime Scythe Head
tconstruct:scythe_head:0, Slime Scythe Head
tconstruct:scythe_head:0, Magma Slime Scythe Head
tconstruct:scythe_head:0, Netherrack Scythe Head
tconstruct:scythe_head:0, Cobalt Scythe Head
tconstruct:scythe_head:0, Ardite Scythe Head
tconstruct:scythe_head:0, Manyullyn Scythe Head
tconstruct:scythe_head:0, Copper Scythe Head
tconstruct:scythe_head:0, Bronze Scythe Head
tconstruct:scythe_head:0, Lead Scythe Head
tconstruct:scythe_head:0, Silver Scythe Head
tconstruct:scythe_head:0, Electrum Scythe Head
tconstruct:scythe_head:0, Steel Scythe Head
tconstruct:scythe_head:0, Treated Wood Scythe Head
tconstruct:scythe_head:0, Constantan Scythe Head
tconstruct:pan_head:0, Wooden Pan
tconstruct:pan_head:0, Stone Pan
tconstruct:pan_head:0, Flint Pan
tconstruct:pan_head:0, Cactus Pan
tconstruct:pan_head:0, Bone Pan
tconstruct:pan_head:0, Obsidian Pan
tconstruct:pan_head:0, Prismarine Pan
tconstruct:pan_head:0, End Pan
tconstruct:pan_head:0, Paper Pan
tconstruct:pan_head:0, Sponge Pan
tconstruct:pan_head:0, Firewood Pan
tconstruct:pan_head:0, Iron Pan
tconstruct:pan_head:0, Pig Iron Pan
tconstruct:pan_head:0, Knightslime Pan
tconstruct:pan_head:0, Slime Pan
tconstruct:pan_head:0, Slime Pan
tconstruct:pan_head:0, Magma Slime Pan
tconstruct:pan_head:0, Netherrack Pan
tconstruct:pan_head:0, Cobalt Pan
tconstruct:pan_head:0, Ardite Pan
tconstruct:pan_head:0, Manyullyn Pan
tconstruct:pan_head:0, Copper Pan
tconstruct:pan_head:0, Bronze Pan
tconstruct:pan_head:0, Lead Pan
tconstruct:pan_head:0, Silver Pan
tconstruct:pan_head:0, Electrum Pan
tconstruct:pan_head:0, Steel Pan
tconstruct:pan_head:0, Treated Wood Pan
tconstruct:pan_head:0, Constantan Pan
tconstruct:sign_head:0, Wooden Sign Plate
tconstruct:sign_head:0, Stone Sign Plate
tconstruct:sign_head:0, Flint Sign Plate
tconstruct:sign_head:0, Cactus Sign Plate
tconstruct:sign_head:0, Bone Sign Plate
tconstruct:sign_head:0, Obsidian Sign Plate
tconstruct:sign_head:0, Prismarine Sign Plate
tconstruct:sign_head:0, End Sign Plate
tconstruct:sign_head:0, Paper Sign Plate
tconstruct:sign_head:0, Sponge Sign Plate
tconstruct:sign_head:0, Firewood Sign Plate
tconstruct:sign_head:0, Iron Sign Plate
tconstruct:sign_head:0, Pig Iron Sign Plate
tconstruct:sign_head:0, Knightslime Sign Plate
tconstruct:sign_head:0, Slime Sign Plate
tconstruct:sign_head:0, Slime Sign Plate
tconstruct:sign_head:0, Magma Slime Sign Plate
tconstruct:sign_head:0, Netherrack Sign Plate
tconstruct:sign_head:0, Cobalt Sign Plate
tconstruct:sign_head:0, Ardite Sign Plate
tconstruct:sign_head:0, Manyullyn Sign Plate
tconstruct:sign_head:0, Copper Sign Plate
tconstruct:sign_head:0, Bronze Sign Plate
tconstruct:sign_head:0, Lead Sign Plate
tconstruct:sign_head:0, Silver Sign Plate
tconstruct:sign_head:0, Electrum Sign Plate
tconstruct:sign_head:0, Steel Sign Plate
tconstruct:sign_head:0, Treated Wood Sign Plate
tconstruct:sign_head:0, Constantan Sign Plate
tconstruct:tool_rod:0, Wooden Tool Rod
tconstruct:tool_rod:0, Stone Tool Rod
tconstruct:tool_rod:0, Flint Tool Rod
tconstruct:tool_rod:0, Cactus Tool Rod
tconstruct:tool_rod:0, Bone Tool Rod
tconstruct:tool_rod:0, Obsidian Tool Rod
tconstruct:tool_rod:0, Prismarine Tool Rod
tconstruct:tool_rod:0, End Tool Rod
tconstruct:tool_rod:0, Paper Tool Rod
tconstruct:tool_rod:0, Sponge Tool Rod
tconstruct:tool_rod:0, Firewood Tool Rod
tconstruct:tool_rod:0, Iron Tool Rod
tconstruct:tool_rod:0, Pig Iron Tool Rod
tconstruct:tool_rod:0, Knightslime Tool Rod
tconstruct:tool_rod:0, Slime Tool Rod
tconstruct:tool_rod:0, Slime Tool Rod
tconstruct:tool_rod:0, Magma Slime Tool Rod
tconstruct:tool_rod:0, Netherrack Tool Rod
tconstruct:tool_rod:0, Cobalt Tool Rod
tconstruct:tool_rod:0, Ardite Tool Rod
tconstruct:tool_rod:0, Manyullyn Tool Rod
tconstruct:tool_rod:0, Copper Tool Rod
tconstruct:tool_rod:0, Bronze Tool Rod
tconstruct:tool_rod:0, Lead Tool Rod
tconstruct:tool_rod:0, Silver Tool Rod
tconstruct:tool_rod:0, Electrum Tool Rod
tconstruct:tool_rod:0, Steel Tool Rod
tconstruct:tool_rod:0, Treated Wood Tool Rod
tconstruct:tool_rod:0, Constantan Tool Rod
tconstruct:tough_tool_rod:0, Wooden Tough Tool Rod
tconstruct:tough_tool_rod:0, Stone Tough Tool Rod
tconstruct:tough_tool_rod:0, Flint Tough Tool Rod
tconstruct:tough_tool_rod:0, Cactus Tough Tool Rod
tconstruct:tough_tool_rod:0, Bone Tough Tool Rod
tconstruct:tough_tool_rod:0, Obsidian Tough Tool Rod
tconstruct:tough_tool_rod:0, Prismarine Tough Tool Rod
tconstruct:tough_tool_rod:0, End Tough Tool Rod
tconstruct:tough_tool_rod:0, Paper Tough Tool Rod
tconstruct:tough_tool_rod:0, Sponge Tough Tool Rod
tconstruct:tough_tool_rod:0, Firewood Tough Tool Rod
tconstruct:tough_tool_rod:0, Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Pig Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Knightslime Tough Tool Rod
tconstruct:tough_tool_rod:0, Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Magma Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Netherrack Tough Tool Rod
tconstruct:tough_tool_rod:0, Cobalt Tough Tool Rod
tconstruct:tough_tool_rod:0, Ardite Tough Tool Rod
tconstruct:tough_tool_rod:0, Manyullyn Tough Tool Rod
tconstruct:tough_tool_rod:0, Copper Tough Tool Rod
tconstruct:tough_tool_rod:0, Bronze Tough Tool Rod
tconstruct:tough_tool_rod:0, Lead Tough Tool Rod
tconstruct:tough_tool_rod:0, Silver Tough Tool Rod
tconstruct:tough_tool_rod:0, Electrum Tough Tool Rod
tconstruct:tough_tool_rod:0, Steel Tough Tool Rod
tconstruct:tough_tool_rod:0, Treated Wood Tough Tool Rod
tconstruct:tough_tool_rod:0, Constantan Tough Tool Rod
tconstruct:binding:0, Wooden Binding
tconstruct:binding:0, Stone Binding
tconstruct:binding:0, Flint Binding
tconstruct:binding:0, Cactus Binding
tconstruct:binding:0, Bone Binding
tconstruct:binding:0, Obsidian Binding
tconstruct:binding:0, Prismarine Binding
tconstruct:binding:0, End Binding
tconstruct:binding:0, Paper Binding
tconstruct:binding:0, Sponge Binding
tconstruct:binding:0, Firewood Binding
tconstruct:binding:0, Iron Binding
tconstruct:binding:0, Pig Iron Binding
tconstruct:binding:0, Knightslime Binding
tconstruct:binding:0, Slime Binding
tconstruct:binding:0, Slime Binding
tconstruct:binding:0, Magma Slime Binding
tconstruct:binding:0, Netherrack Binding
tconstruct:binding:0, Cobalt Binding
tconstruct:binding:0, Ardite Binding
tconstruct:binding:0, Manyullyn Binding
tconstruct:binding:0, Copper Binding
tconstruct:binding:0, Bronze Binding
tconstruct:binding:0, Lead Binding
tconstruct:binding:0, Silver Binding
tconstruct:binding:0, Electrum Binding
tconstruct:binding:0, Steel Binding
tconstruct:binding:0, Treated Wood Binding
tconstruct:binding:0, Constantan Binding
tconstruct:tough_binding:0, Wooden Tough Binding
tconstruct:tough_binding:0, Stone Tough Binding
tconstruct:tough_binding:0, Flint Tough Binding
tconstruct:tough_binding:0, Cactus Tough Binding
tconstruct:tough_binding:0, Bone Tough Binding
tconstruct:tough_binding:0, Obsidian Tough Binding
tconstruct:tough_binding:0, Prismarine Tough Binding
tconstruct:tough_binding:0, End Tough Binding
tconstruct:tough_binding:0, Paper Tough Binding
tconstruct:tough_binding:0, Sponge Tough Binding
tconstruct:tough_binding:0, Firewood Tough Binding
tconstruct:tough_binding:0, Iron Tough Binding
tconstruct:tough_binding:0, Pig Iron Tough Binding
tconstruct:tough_binding:0, Knightslime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Magma Slime Tough Binding
tconstruct:tough_binding:0, Netherrack Tough Binding
tconstruct:tough_binding:0, Cobalt Tough Binding
tconstruct:tough_binding:0, Ardite Tough Binding
tconstruct:tough_binding:0, Manyullyn Tough Binding
tconstruct:tough_binding:0, Copper Tough Binding
tconstruct:tough_binding:0, Bronze Tough Binding
tconstruct:tough_binding:0, Lead Tough Binding
tconstruct:tough_binding:0, Silver Tough Binding
tconstruct:tough_binding:0, Electrum Tough Binding
tconstruct:tough_binding:0, Steel Tough Binding
tconstruct:tough_binding:0, Treated Wood Tough Binding
tconstruct:tough_binding:0, Constantan Tough Binding
tconstruct:wide_guard:0, Wooden Wide Guard
tconstruct:wide_guard:0, Stone Wide Guard
tconstruct:wide_guard:0, Flint Wide Guard
tconstruct:wide_guard:0, Cactus Wide Guard
tconstruct:wide_guard:0, Bone Wide Guard
tconstruct:wide_guard:0, Obsidian Wide Guard
tconstruct:wide_guard:0, Prismarine Wide Guard
tconstruct:wide_guard:0, End Wide Guard
tconstruct:wide_guard:0, Paper Wide Guard
tconstruct:wide_guard:0, Sponge Wide Guard
tconstruct:wide_guard:0, Firewood Wide Guard
tconstruct:wide_guard:0, Iron Wide Guard
tconstruct:wide_guard:0, Pig Iron Wide Guard
tconstruct:wide_guard:0, Knightslime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Magma Slime Wide Guard
tconstruct:wide_guard:0, Netherrack Wide Guard
tconstruct:wide_guard:0, Cobalt Wide Guard
tconstruct:wide_guard:0, Ardite Wide Guard
tconstruct:wide_guard:0, Manyullyn Wide Guard
tconstruct:wide_guard:0, Copper Wide Guard
tconstruct:wide_guard:0, Bronze Wide Guard
tconstruct:wide_guard:0, Lead Wide Guard
tconstruct:wide_guard:0, Silver Wide Guard
tconstruct:wide_guard:0, Electrum Wide Guard
tconstruct:wide_guard:0, Steel Wide Guard
tconstruct:wide_guard:0, Treated Wood Wide Guard
tconstruct:wide_guard:0, Constantan Wide Guard
tconstruct:hand_guard:0, Wooden Hand Guard
tconstruct:hand_guard:0, Stone Hand Guard
tconstruct:hand_guard:0, Flint Hand Guard
tconstruct:hand_guard:0, Cactus Hand Guard
tconstruct:hand_guard:0, Bone Hand Guard
tconstruct:hand_guard:0, Obsidian Hand Guard
tconstruct:hand_guard:0, Prismarine Hand Guard
tconstruct:hand_guard:0, End Hand Guard
tconstruct:hand_guard:0, Paper Hand Guard
tconstruct:hand_guard:0, Sponge Hand Guard
tconstruct:hand_guard:0, Firewood Hand Guard
tconstruct:hand_guard:0, Iron Hand Guard
tconstruct:hand_guard:0, Pig Iron Hand Guard
